frame,thumb,index,middle,ring,pinky
30,1.8441637045242842,2.772618748705683,1.545423712568015,2.4466997119316893,2.159707693869021
31,1.8437254465419142,2.76378121107474,1.5458392208155873,2.4890825098494864,2.1710160180435056
32,1.8728052393713037,2.8617875185850026,1.5257877395321262,2.089586838925056,2.184812522783395
33,1.6873787268007285,2.6812377511743235,1.566141849177083,2.634037017581671,2.1447762027559034
34,1.6731915083189104,2.79094747010808,1.5797870999017127,2.8134568853412745,2.126652154184205
35,1.6624085132216386,2.8069786641475107,1.5879906033453846,2.8747978011739854,2.154685123957902
36,1.6738255555381591,2.8452206130631406,1.6053261591668826,2.9131750781750587,2.1840124098248856
37,1.612233556300168,2.8559796223838303,1.6161917952001414,2.9585257615509373,2.2366108489635823
38,1.6189046759736516,2.8287705621246717,1.5803244285663742,2.054819410644922,2.2202170234578467
39,1.6773541529222435,2.8777027571369893,1.5628977413294431,1.2979948496056724,2.128778477899234
40,1.6342649047539142,2.780208301688389,1.5068767842394128,1.0039763240156583,2.0844834429593946
41,1.6644001806223514,2.7937003306158554,1.5169444182803784,0.9540417337512843,2.105598819493003
42,1.7056047293893735,2.8929186812753858,1.5728695385335074,1.4968971185347877,2.1739529564093596
43,1.6557063979706246,2.7971242522997493,1.5755751610511317,2.695366685412059,2.114031322772419
44,1.6684137102919168,2.805598973970025,1.583783405196663,2.8847516415653818,2.191042155779845
45,1.638871336373278,2.8266944174135777,1.5897852031900006,2.8712441601423127,2.17551701099097
46,1.6324758651942517,2.8254437704458844,1.6028796558995202,2.938434033844241,2.1820897995155124
47,1.6337976625788102,2.819015424522944,1.6040038509441101,2.9244440416976247,2.188754295898763
48,1.6105921412117472,2.77619264192502,1.5396950993465672,2.7373421632551858,1.2494861884716355
49,1.733060873813985,2.8077863777765613,1.5672154789231874,2.450840943824816,1.0260898904596936
50,1.7323172979157357,2.842391982409331,1.5732599524258415,2.4914367172423955,1.0575700409047866
51,1.7375923490440894,2.8287121785409415,1.5740738094956328,2.4844210620336282,1.0519094737263044
52,1.7442590397595183,2.825119519596031,1.5475966444013034,2.448014640090628,1.0893707734351499
53,1.6537636909116107,2.731770570231338,1.5565425999566767,2.512375124526969,1.8498431954707297
54,1.6121160443469602,2.7418627473357966,1.5159530336819858,2.6793074538849404,2.0586682570635024
55,1.6598038508283517,2.7719799637447946,1.537724511442613,2.7584388508333286,2.0603041534917277
56,1.6497618508047909,2.7686597928880725,1.5403586665034807,2.7538977920092558,2.062563829761266
57,1.546442279375075,2.7219471866959912,1.531181296364035,2.5835352899028163,1.8982664288452058
58,1.4558007234438266,1.8586678875670104,1.5821815364881118,1.333647669245899,0.9560416597293959
59,1.636723598655377,1.1414245484925563,1.5779690998666014,0.9654684227565228,0.9296642656677011
60,1.571623860869407,1.1972445494187116,1.583957642273588,1.0381753026152105,1.0324145426902733
61,1.6095179072437245,1.214547392335648,1.5999862621972936,1.1003086685902,1.070690558332931
62,1.6484517295719776,1.252448670978943,1.605471514705022,1.0752195783568155,1.0971270845035068
63,1.6409263237421117,2.1785592707135706,1.7010466863503941,2.1205097709499827,1.9347786693759013
64,1.6819827855472669,2.8131380707566613,1.6437022292502441,2.8824947424634533,2.391065318275126
65,1.5141854446709593,2.881222841550597,1.636624345929775,3.043127634132364,2.439886543869349
66,1.4018322088046706,2.8848665240598836,1.631254594095936,3.018326624152975,2.3722781016369003
67,1.3702691927670905,2.8838367825775575,1.632586345371204,3.030015950624793,2.3661351316862467
68,1.3611740943964024,2.9219598485674005,1.6546157734505458,3.084483106959306,2.43992496655759
69,1.3649952419359745,2.9117778633108125,1.6486816901237171,3.054662666063699,2.4166721860105307
70,1.4037414741313812,2.925620905016734,1.6521595577855357,3.063413670067077,2.413576265381792
71,1.4641151335745335,2.7941354841340695,1.5498850802058224,2.699089438098561,1.0214395947667327
72,1.4876772040970887,2.7880320272315045,1.5611431378015292,2.4800026672272506,0.8401741884068036
73,1.579763957896392,2.7608421496745166,1.5488233716133746,2.3758791370711463,0.8387153006709778
74,1.5587126476769595,2.758550301871588,1.5591000973774427,2.4131071279412977,1.1599474225371726
75,1.4747273726895882,2.8026547725822692,1.5775152361900933,2.632088178855576,1.9533930067376428
76,1.521256846506303,2.8108895831965994,1.6077690732860166,2.79430402408978,2.238911798745212
77,1.5829331909808015,2.922135707776765,1.6659869280955726,3.0676827305042953,2.552569312075526
78,1.5518642567380743,2.9192542473676877,1.669346487856062,3.0945245349987633,2.460336848442446
79,1.5679162491045437,2.929728754086339,1.6822130474314525,3.093218706568135,2.4524025863667522
80,1.590033837374768,2.8969422638010633,1.6612201171276644,2.997476274323226,2.4332279256057374
81,1.6396629096652764,2.924649117729844,1.6531370640943754,1.6186473685942107,2.458124316355073
82,1.674598259475209,2.8462668955156634,1.6239512384859072,1.218734900927565,2.3736774581781908
83,1.6413239543244744,2.846885662612199,1.6196493636706681,1.2052792220132174,2.31043509405044
84,1.650388164246398,2.8165967004280845,1.6143056571510916,1.186193216341723,2.2948418393089507
85,1.6799960969600336,2.8713256419913713,1.6299039083017124,1.76053008843408,2.361636220601125
86,1.6587566287267,2.82959630476454,1.652162138756461,2.780850939283732,2.263413667389194
87,1.628053188282103,2.9047481019984964,1.6668848220046841,3.058751027725209,2.4652315923371
88,1.6419722809352084,2.9167141916243917,1.6791860111420576,3.1081612216850063,2.4991246617262717
89,1.5849898958507522,2.9253046906389564,1.68456139547648,3.130483094215687,2.4902035590041254
90,1.588604074050825,2.9205842673302618,1.688278194638603,3.1238004901467744,2.492037308542158
91,1.663103667092168,2.937923367430227,1.6544890433937764,3.0984031624727497,2.4394425647608737
92,1.6609921405805512,2.89856151693989,1.6338689614271704,2.743737892204856,2.4506060574336983
93,1.8562130985178038,2.9031687192766134,1.6508238167936216,2.7625362960103605,2.5056715931180134
94,1.8482384569105512,2.8864731216148933,1.6490961445430246,2.7085281346052272,2.4938844359250822
95,1.8393416165615444,2.8985595867806917,1.6503048668667184,2.7058419639705775,2.4890372890425865
96,1.8719606180935986,2.881167670136631,1.6551963603845976,2.3883870426833056,2.4394660583002654
97,1.7827209302601086,2.7767152468864804,1.6579563731251532,2.514610286855429,2.377843538615042
98,1.6903092649463216,2.795612419551578,1.6204299957562822,2.9348912519837285,2.22115449032538
99,1.6411702654659714,2.81165766060833,1.608359821834227,2.930190484162007,2.219541177984249
100,1.6121133018660194,2.803590650305692,1.6193857439142936,2.9112189671900355,2.2139094048714627
101,1.6205524218426728,2.805433329718998,1.614638815378087,2.9490141079349446,2.272902108694763
102,1.6878214105855296,1.7912542575697736,1.6483752626460333,2.9879243552001857,2.3106999117528604
103,1.7894275403009985,1.6811485247878961,1.6734251955728363,3.051494882873364,2.3149931030313153
104,1.768225166485474,1.6235617365839563,1.6493198843727421,3.021888528290745,2.313560329543373
105,1.7132939850414892,1.6148552468874149,1.655807260633081,2.963161232738451,2.2667117107709673
106,1.674777679309049,1.658571682062272,1.6181547101334552,2.910395982604519,2.267050246050978
107,1.6268846851077114,2.8404225359320066,1.620775524097501,2.9019267420152346,2.2262391105105164
108,1.566985371573145,2.819656266745009,1.6070198096577564,2.924586106303517,2.2495074268179556
109,1.5057017110567503,2.831940423083836,1.6092026068620662,2.8982996360884967,2.2492150867009144
110,1.4928246523616406,2.8427966093837034,1.6082194227998738,2.9909075116476913,2.3436602044597534
111,1.4047508167591114,2.9554827420439507,1.7209873049477553,3.1299593675475377,2.483758211648364
112,1.3794671639436349,2.981793361969477,1.7304716425547848,3.162492143981995,2.4714428840686304
113,1.4029020515906137,2.977931781510801,1.7279323683671732,3.1473572704378316,2.4283990871971874
114,1.4316304196865017,2.9436358864795644,1.7020597144700078,3.055543780248321,2.3559547510825167
115,1.5587873746929601,2.906065822675747,1.626240297087851,3.0289273767121094,2.2894524716039655
116,1.504053976350201,2.915508745905676,1.6388371626000195,3.0703860623545336,2.356678776532491
117,1.553485495321458,2.9363313361363144,1.6309081454704786,3.069720606137049,2.38820257287393
118,1.4902940696267875,2.922964321599615,1.633264544604388,3.057339459910942,2.375950762143449
119,1.4079703893561635,2.909985194463368,1.64306041691194,3.0649799283895796,2.368077885341862
120,1.3752918082661865,2.8983656805947997,1.6263176693788535,2.701918208782158,2.1782431954271453
121,1.7541376862928597,2.0618193506736375,1.7370110582193574,1.7940576147967697,1.6959681116537815
122,2.0395027743725445,1.283555804384567,1.679467416488666,1.1541655478893593,1.23356830941768
123,1.966641657422059,1.2985085829104495,1.6590821667408526,1.1728627756605277,1.2662469093345148
124,1.8666624550837774,1.2710597336668223,1.6511045155226325,1.1563480591257056,1.2324707579044332
125,1.868940390864593,1.2624922302208614,1.6549912001771456,1.1505301793687128,1.2533188612863828
126,1.914985279514267,1.6963951449968313,1.6494247555203,1.2769249687328468,1.3588083741003578
127,1.7555844519887442,2.3729600266222444,1.7723504910114292,2.5029060134064767,2.201495213208709
128,1.6280117750778584,2.6189381095699518,1.6951731700120163,2.8235693366630055,2.298194597500212
129,1.5367106027811603,2.861303295746634,1.6625795799789644,3.0355396224011875,2.49728970236883
130,1.4733818235506462,2.8880211275773457,1.6807651980815743,3.0636158773691884,2.507898329323881
131,1.4818220089290794,2.8711839766564102,1.6681438668057516,3.043285562835592,2.424478794470908
132,1.4643075908147556,2.823171495340576,1.6664998019306163,2.986059099880171,2.4179691560763334
133,1.4218758895442236,2.8316252118157745,1.6528520341539004,2.995918993448141,2.3782527142637497
134,1.444635079642276,2.839879336173246,1.6491678840469053,2.9722826308180985,2.3640861828021627
