frame,thumb,index,middle,ring,pinky
0,1.4791188015469863
1,1.4820343727683203
2,1.4755265953673464
3,1.4711804173785525
4,1.473013581741249
5,1.4805273299855155
6,1.4323071210638083
7,1.4534807837044108
8,1.391517830844994
9,1.4091418291035676
10,1.43037800889711
11,1.407483979287547
12,1.4056656455477956
13,1.4121973800704057
14,1.4018883466051986
15,1.4304663335662031
16,1.4403268303282986
17,1.4379726541543116
18,1.4010266107367961
19,1.4153561755311153
20,1.4355072917519347
21,1.3950368542137248
22,1.3829464833844833
23,1.3426008708194486
24,1.3497680490427673
25,1.3761049493315978
26,1.343440015502298
27,1.3186982342017368
28,1.3206576766108673
29,1.3529408390201971
30,1.374394367543889
31,1.3970908384882623
32,1.4209967675749609
33,1.4289971694955566
34,1.410137203237883
35,1.3116539371844682
36,1.3180979528437708
37,1.3700611602938422
38,1.4207946326487764
39,1.4470768874287618
40,1.4470249299179185
41,1.452148907984067
42,1.4513300225759187
43,1.4456805763911649
44,1.4377402876918584
45,1.4910474127643165
46,1.4877017430183865
47,1.4951373450666139
48,1.529242383349
49,1.5139268811556577
50,1.491248003616799
51,1.4897775201463073
52,1.4462959978221013
53,1.4597064484524696
54,1.460825216453165
55,1.4697956636125424
56,1.4182180086710248
57,1.4353248237740823
